endereco,latitude,longitude,resale_price,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
"517C JURONG WEST ST 52, JURONG WEST, Singapore",1.34495245,103.72003516163814,615000.0,2017-01,JURONG WEST,5 ROOM,517C,JURONG WEST ST 52,10 TO 12,115.0,Improved,2000.0,82 years 05 months
"274A JURONG WEST AVE 3, JURONG WEST, Singapore",1.3523078499999999,103.7036007449259,438000.0,2017-01,JURONG WEST,EXECUTIVE,274A,JURONG WEST AVE 3,04 TO 06,126.0,Apartment,2001.0,83 years 11 months
"906 JURONG WEST ST 91, JURONG WEST, Singapore",1.34120485,103.68520627955671,462000.0,2017-01,JURONG WEST,EXECUTIVE,906,JURONG WEST ST 91,10 TO 12,141.0,Apartment,1989.0,71 years 01 month
"714 JURONG WEST ST 71, JURONG WEST, Singapore",1.3430963,103.69666434295567,546000.0,2017-01,JURONG WEST,EXECUTIVE,714,JURONG WEST ST 71,04 TO 06,146.0,Maisonette,1991.0,73 years
"671C JURONG WEST ST 65, JURONG WEST, Singapore",1.3439149499999998,103.70159103585402,560000.0,2017-01,JURONG WEST,EXECUTIVE,671C,JURONG WEST ST 65,07 TO 09,125.0,Apartment,2002.0,84 years 06 months
"558 JURONG WEST ST 42, JURONG WEST, Singapore",1.35409055,103.71726395084579,568000.0,2017-01,JURONG WEST,EXECUTIVE,558,JURONG WEST ST 42,04 TO 06,150.0,Maisonette,1985.0,67 years 06 months
"685A JURONG WEST ST 64, JURONG WEST, Singapore",1.34324575,103.7041027512002,580000.0,2017-01,JURONG WEST,EXECUTIVE,685A,JURONG WEST ST 64,01 TO 03,132.0,Premium Apartment,2000.0,82 years 07 months
"628 JURONG WEST ST 65, JURONG WEST, Singapore",1.34217355,103.69945267239086,595000.0,2017-01,JURONG WEST,EXECUTIVE,628,JURONG WEST ST 65,10 TO 12,130.0,Apartment,2001.0,83 years 07 months
"609 JURONG WEST ST 65, JURONG WEST, Singapore",1.3380286,103.7005153962901,600000.0,2017-01,JURONG WEST,EXECUTIVE,609,JURONG WEST ST 65,10 TO 12,133.0,Premium Apartment,2001.0,83 years 04 months
"666B JURONG WEST ST 65, JURONG WEST, Singapore",1.3397185999999999,103.70199846975146,620000.0,2017-01,JURONG WEST,EXECUTIVE,666B,JURONG WEST ST 65,10 TO 12,130.0,Apartment,2000.0,82 years 03 months
"683A JURONG WEST CTRL 1, JURONG WEST, Singapore",1.3426255,103.7054145,624000.0,2017-01,JURONG WEST,EXECUTIVE,683A,JURONG WEST CTRL 1,07 TO 09,132.0,Premium Apartment,2000.0,82 years 09 months
"7 JLN BATU, KALLANG/WHAMPOA, Singapore",,,276000.0,2017-01,KALLANG/WHAMPOA,2 ROOM,7,JLN BATU,07 TO 09,48.0,Standard,1970.0,52 years 05 months
"27 JLN BAHAGIA, KALLANG/WHAMPOA, Singapore",,,225000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,27,JLN BAHAGIA,07 TO 09,56.0,Standard,1970.0,52 years 05 months
"76 LOR LIMAU, KALLANG/WHAMPOA, Singapore",,,276000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,04 TO 06,65.0,Improved,1973.0,55 years 06 months
"3 ST. GEORGE'S RD, KALLANG/WHAMPOA, Singapore",,,286000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,13 TO 15,59.0,Improved,1976.0,58 years 04 months
"67 KALLANG BAHRU, KALLANG/WHAMPOA, Singapore",,,292000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,67,KALLANG BAHRU,04 TO 06,65.0,Improved,1974.0,56 years 08 months
"49 DORSET RD, KALLANG/WHAMPOA, Singapore",,,330000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,49,DORSET RD,01 TO 03,68.0,New Generation,1979.0,61 years 05 months
"57 GEYLANG BAHRU, KALLANG/WHAMPOA, Singapore",,,333000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974.0,56 years 06 months
"30 BENDEMEER RD, KALLANG/WHAMPOA, Singapore",,,335000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,10 TO 12,68.0,Improved,1972.0,54 years
"6 JLN BATU, KALLANG/WHAMPOA, Singapore",,,338181.0,2017-01,KALLANG/WHAMPOA,3 ROOM,6,JLN BATU,04 TO 06,60.0,Standard,1969.0,51 years
"74 WHAMPOA DR, KALLANG/WHAMPOA, Singapore",,,340000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,16 TO 18,75.0,Improved,1981.0,63 years 05 months
"11 UPP BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,342000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65.0,Improved,1974.0,56 years
"93 GEYLANG BAHRU, KALLANG/WHAMPOA, Singapore",,,360001.0,2017-01,KALLANG/WHAMPOA,3 ROOM,93,GEYLANG BAHRU,04 TO 06,68.0,New Generation,1979.0,61 years
"685 RACE COURSE RD, KALLANG/WHAMPOA, Singapore",,,370000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,685,RACE COURSE RD,07 TO 09,63.0,Simplified,1986.0,68 years 01 month
"46 OWEN RD, KALLANG/WHAMPOA, Singapore",,,372000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,46,OWEN RD,07 TO 09,68.0,New Generation,1982.0,64 years 10 months
"16 UPP BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,380000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,16,UPP BOON KENG RD,10 TO 12,76.0,Improved,1975.0,57 years 01 month
"468 NTH BRIDGE RD, KALLANG/WHAMPOA, Singapore",,,395000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,468,NTH BRIDGE RD,13 TO 15,68.0,Improved,1979.0,61 years 06 months
"107 TOWNER RD, KALLANG/WHAMPOA, Singapore",,,406000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,01 TO 03,74.0,Model A,1983.0,65 years 04 months
"105 TOWNER RD, KALLANG/WHAMPOA, Singapore",,,410000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,105,TOWNER RD,04 TO 06,74.0,Model A,1984.0,66 years 11 months
"12 FARRER PK RD, KALLANG/WHAMPOA, Singapore",,,425000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,12,FARRER PK RD,07 TO 09,62.0,Model A,2004.0,86 years 05 months
"5A UPP BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,495000.0,2017-01,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,10 TO 12,67.0,Model A,2012.0,94 years 04 months
"95 WHAMPOA DR, KALLANG/WHAMPOA, Singapore",,,405000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,95,WHAMPOA DR,07 TO 09,91.0,Improved,1974.0,56 years
"123 MCNAIR RD, KALLANG/WHAMPOA, Singapore",,,430000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,123,MCNAIR RD,04 TO 06,83.0,Simplified,1987.0,69 years 03 months
"18 JLN TENTERAM, KALLANG/WHAMPOA, Singapore",,,460000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,18,JLN TENTERAM,01 TO 03,85.0,Model A,2004.0,86 years 06 months
"38C BENDEMEER RD, KALLANG/WHAMPOA, Singapore",,,610000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,38C,BENDEMEER RD,07 TO 09,89.0,Model A,2012.0,94 years 04 months
"3C UPP BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,636000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,3C,UPP BOON KENG RD,07 TO 09,90.0,Model A,2006.0,88 years 07 months
"38D BENDEMEER RD, KALLANG/WHAMPOA, Singapore",,,686000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,16 TO 18,89.0,Model A,2012.0,94 years 04 months
"108B MCNAIR RD, KALLANG/WHAMPOA, Singapore",,,688000.0,2017-01,KALLANG/WHAMPOA,4 ROOM,108B,MCNAIR RD,28 TO 30,95.0,Model A,2004.0,86 years 10 months
"21 ST. GEORGE'S RD, KALLANG/WHAMPOA, Singapore",,,599000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,21,ST. GEORGE'S RD,07 TO 09,118.0,Improved,1984.0,67 years
"48A DORSET RD, KALLANG/WHAMPOA, Singapore",,,628000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,48A,DORSET RD,19 TO 21,114.0,Standard,1976.0,58 years 06 months
"55 GEYLANG BAHRU, KALLANG/WHAMPOA, Singapore",,,628000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,55,GEYLANG BAHRU,19 TO 21,117.0,Standard,1974.0,56 years 06 months
"59B GEYLANG BAHRU, KALLANG/WHAMPOA, Singapore",,,680000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,59B,GEYLANG BAHRU,04 TO 06,122.0,Improved,1998.0,80 years 11 months
"9 BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,858000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,04 TO 06,115.0,DBSS,2011.0,93 years 11 months
"7 BOON KENG RD, KALLANG/WHAMPOA, Singapore",,,1005000.0,2017-01,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,25 TO 27,119.0,DBSS,2011.0,93 years
"105 JLN RAJAH, KALLANG/WHAMPOA, Singapore",,,800000.0,2017-01,KALLANG/WHAMPOA,EXECUTIVE,105,JLN RAJAH,04 TO 06,150.0,Maisonette,1984.0,66 years 07 months
"66 MARINE DR, MARINE PARADE, Singapore",1.3038846,103.90973548696641,360000.0,2017-01,MARINE PARADE,3 ROOM,66,MARINE DR,01 TO 03,65.0,Improved,1976.0,58 years 02 months
"32 MARINE CRES, MARINE PARADE, Singapore",1.30320595,103.91179633186559,420000.0,2017-01,MARINE PARADE,3 ROOM,32,MARINE CRES,10 TO 12,76.0,Improved,1975.0,57 years 04 months
"55 MARINE TER, MARINE PARADE, Singapore",1.3054388000000001,103.91397999398828,538000.0,2017-01,MARINE PARADE,4 ROOM,55,MARINE TER,10 TO 12,88.0,Improved,1975.0,57 years
"62 MARINE DR, MARINE PARADE, Singapore",1.3026743,103.90903625958119,580000.0,2017-01,MARINE PARADE,4 ROOM,62,MARINE DR,07 TO 09,87.0,Improved,1976.0,58 years
"5 CHANGI VILLAGE RD, PASIR RIS, Singapore",,,286000.0,2017-01,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,04 TO 06,66.0,Improved,1981.0,63 years 06 months
"753 PASIR RIS ST 71, PASIR RIS, Singapore",1.37718295,103.93451390618708,368000.0,2017-01,PASIR RIS,4 ROOM,753,PASIR RIS ST 71,01 TO 03,105.0,Model A,1996.0,78 years 10 months
"743 PASIR RIS ST 71, PASIR RIS, Singapore",1.37745085,103.93554606291691,377000.0,2017-01,PASIR RIS,4 ROOM,743,PASIR RIS ST 71,01 TO 03,104.0,Model A,1996.0,78 years 08 months
"109 PASIR RIS ST 11, PASIR RIS, Singapore",1.3685416,103.95606619553348,380000.0,2017-01,PASIR RIS,4 ROOM,109,PASIR RIS ST 11,04 TO 06,103.0,Model A,1990.0,72 years 08 months
"632 PASIR RIS DR 3, PASIR RIS, Singapore",1.3786553000000001,103.93992815674403,385000.0,2017-01,PASIR RIS,4 ROOM,632,PASIR RIS DR 3,10 TO 12,104.0,Model A,1995.0,77 years 08 months
"742 PASIR RIS ST 71, PASIR RIS, Singapore",1.37712135,103.9361136932945,385000.0,2017-01,PASIR RIS,4 ROOM,742,PASIR RIS ST 71,04 TO 06,104.0,Model A,1996.0,78 years 08 months
"473 PASIR RIS DR 6, PASIR RIS, Singapore",1.37450425,103.95738272555795,388000.0,2017-01,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,01 TO 03,103.0,Model A,1989.0,71 years 06 months
"121 PASIR RIS ST 11, PASIR RIS, Singapore",1.3668819,103.95456399229181,390000.0,2017-01,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,04 TO 06,105.0,Model A,1989.0,71 years 03 months
"773 PASIR RIS ST 71, PASIR RIS, Singapore",1.3748413,103.93660760291408,398000.0,2017-01,PASIR RIS,4 ROOM,773,PASIR RIS ST 71,10 TO 12,104.0,Model A,1996.0,78 years 07 months
"474 PASIR RIS DR 6, PASIR RIS, Singapore",1.37502705,103.95652276885886,400000.0,2017-01,PASIR RIS,4 ROOM,474,PASIR RIS DR 6,04 TO 06,103.0,Model A,1989.0,71 years 11 months
"124 PASIR RIS ST 11, PASIR RIS, Singapore",1.36587695,103.95414303697638,406000.0,2017-01,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,07 TO 09,113.0,Model A,1989.0,71 years 02 months
"215 PASIR RIS ST 21, PASIR RIS, Singapore",1.3681921,103.96180756978589,406000.0,2017-01,PASIR RIS,4 ROOM,215,PASIR RIS ST 21,04 TO 06,108.0,Model A,1993.0,75 years 07 months
"484 PASIR RIS DR 4, PASIR RIS, Singapore",1.3739139,103.96077126445415,410000.0,2017-01,PASIR RIS,4 ROOM,484,PASIR RIS DR 4,07 TO 09,104.0,Model A,1992.0,74 years 11 months
"185 PASIR RIS ST 11, PASIR RIS, Singapore",1.3655698,103.96008501597456,420000.0,2017-01,PASIR RIS,4 ROOM,185,PASIR RIS ST 11,07 TO 09,106.0,Model A,1993.0,75 years 07 months
"570 PASIR RIS ST 53, PASIR RIS, Singapore",1.3727722500000001,103.94650958464835,420000.0,2017-01,PASIR RIS,4 ROOM,570,PASIR RIS ST 53,07 TO 09,108.0,Model A,1995.0,77 years 09 months
"701 PASIR RIS DR 10, PASIR RIS, Singapore",1.37994475,103.93795064096489,430000.0,2017-01,PASIR RIS,4 ROOM,701,PASIR RIS DR 10,13 TO 15,111.0,Model A,1996.0,78 years
"416 PASIR RIS DR 6, PASIR RIS, Singapore",1.3716565,103.9556941,432000.0,2017-01,PASIR RIS,4 ROOM,416,PASIR RIS DR 6,07 TO 09,105.0,Model A,1989.0,71 years 11 months
"519 PASIR RIS ST 52, PASIR RIS, Singapore",1.37398945,103.94502093770524,450000.0,2017-01,PASIR RIS,4 ROOM,519,PASIR RIS ST 52,13 TO 15,108.0,Model A,1993.0,75 years 11 months
"198 PASIR RIS ST 12, PASIR RIS, Singapore",1.36694885,103.96032327174831,430000.0,2017-01,PASIR RIS,5 ROOM,198,PASIR RIS ST 12,01 TO 03,124.0,Improved,1993.0,75 years 08 months
"564 PASIR RIS ST 51, PASIR RIS, Singapore",1.3685808499999998,103.94982514395122,440000.0,2017-01,PASIR RIS,5 ROOM,564,PASIR RIS ST 51,04 TO 06,123.0,Improved,1992.0,74 years 11 months
"231 PASIR RIS DR 4, PASIR RIS, Singapore",1.37347935,103.96160506194252,450000.0,2017-01,PASIR RIS,5 ROOM,231,PASIR RIS DR 4,04 TO 06,126.0,Improved,1993.0,75 years 06 months
"720 PASIR RIS ST 72, PASIR RIS, Singapore",1.38168515,103.93653017255815,465000.0,2017-01,PASIR RIS,5 ROOM,720,PASIR RIS ST 72,04 TO 06,126.0,Improved,1996.0,78 years 06 months
"747 PASIR RIS ST 71, PASIR RIS, Singapore",1.3792124499999998,103.93466356142494,473000.0,2017-01,PASIR RIS,5 ROOM,747,PASIR RIS ST 71,04 TO 06,127.0,Improved,1996.0,78 years 10 months
"520 PASIR RIS ST 52, PASIR RIS, Singapore",1.37348405,103.9448726314705,482000.0,2017-01,PASIR RIS,5 ROOM,520,PASIR RIS ST 52,04 TO 06,127.0,Improved,1993.0,75 years 11 months
"515 PASIR RIS ST 52, PASIR RIS, Singapore",1.37419445,103.94288374639022,485000.0,2017-01,PASIR RIS,5 ROOM,515,PASIR RIS ST 52,04 TO 06,125.0,Improved,1993.0,75 years 11 months
"633 PASIR RIS DR 3, PASIR RIS, Singapore",1.37807085,103.94067543669638,488000.0,2017-01,PASIR RIS,5 ROOM,633,PASIR RIS DR 3,10 TO 12,121.0,Improved,1995.0,77 years 04 months
"199 PASIR RIS ST 12, PASIR RIS, Singapore",1.3671693,103.95954109406958,490000.0,2017-01,PASIR RIS,5 ROOM,199,PASIR RIS ST 12,10 TO 12,123.0,Improved,1993.0,75 years 08 months
"553 PASIR RIS ST 51, PASIR RIS, Singapore",1.3681420000000002,103.95258954832406,501000.0,2017-01,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,07 TO 09,121.0,Improved,1992.0,74 years 11 months
"514 PASIR RIS ST 52, PASIR RIS, Singapore",1.3745473000000001,103.94313724473969,521000.0,2017-01,PASIR RIS,5 ROOM,514,PASIR RIS ST 52,07 TO 09,128.0,Improved,1993.0,75 years 11 months
"419 PASIR RIS DR 6, PASIR RIS, Singapore",1.3716363,103.95476374063342,545000.0,2017-01,PASIR RIS,5 ROOM,419,PASIR RIS DR 6,10 TO 12,131.0,Improved,1989.0,71 years 05 months
"239 PASIR RIS ST 21, PASIR RIS, Singapore",1.3733179,103.96351197734953,552888.0,2017-01,PASIR RIS,EXECUTIVE,239,PASIR RIS ST 21,10 TO 12,147.0,Apartment,1993.0,75 years 07 months
"116 PASIR RIS ST 11, PASIR RIS, Singapore",,,598000.0,2017-01,PASIR RIS,EXECUTIVE,116,PASIR RIS ST 11,01 TO 03,155.0,Maisonette,1989.0,71 years
"237 PASIR RIS ST 21, PASIR RIS, Singapore",1.37414705,103.96298308380547,600000.0,2017-01,PASIR RIS,EXECUTIVE,237,PASIR RIS ST 21,10 TO 12,161.0,Apartment,1993.0,75 years 06 months
"108 PASIR RIS ST 12, PASIR RIS, Singapore",1.3675008499999999,103.95705945101432,638000.0,2017-01,PASIR RIS,EXECUTIVE,108,PASIR RIS ST 12,10 TO 12,146.0,Maisonette,1988.0,70 years 08 months
"531 PASIR RIS DR 1, PASIR RIS, Singapore",1.371347,103.9504026703521,728000.0,2017-01,PASIR RIS,EXECUTIVE,531,PASIR RIS DR 1,04 TO 06,165.0,Maisonette,1992.0,74 years 11 months
"203B PUNGGOL FIELD, PUNGGOL, Singapore",1.3981123,103.9034400111139,350000.0,2017-01,PUNGGOL,4 ROOM,203B,PUNGGOL FIELD,10 TO 12,85.0,Model A,2004.0,86 years 10 months
"132 EDGEDALE PLAINS, PUNGGOL, Singapore",1.3968124,103.9119597,370000.0,2017-01,PUNGGOL,4 ROOM,132,EDGEDALE PLAINS,07 TO 09,91.0,Premium Apartment,2003.0,85 years 10 months
"128A PUNGGOL FIELD WALK, PUNGGOL, Singapore",1.3915367,103.9130191,370000.0,2017-01,PUNGGOL,4 ROOM,128A,PUNGGOL FIELD WALK,07 TO 09,91.0,Model A,2003.0,85 years 07 months
"106B PUNGGOL FIELD, PUNGGOL, Singapore",1.3970880499999998,103.90811240697295,380000.0,2017-01,PUNGGOL,4 ROOM,106B,PUNGGOL FIELD,13 TO 15,90.0,Model A,2003.0,85 years 01 month
"614A EDGEFIELD PLAINS, PUNGGOL, Singapore",1.4035647500000001,103.90933693557915,408000.0,2017-01,PUNGGOL,4 ROOM,614A,EDGEFIELD PLAINS,01 TO 03,92.0,Model A,2012.0,95 years
"195E PUNGGOL RD, PUNGGOL, Singapore",1.4017468,103.90718532462998,410000.0,2017-01,PUNGGOL,4 ROOM,195E,PUNGGOL RD,01 TO 03,90.0,Premium Apartment,2007.0,89 years 07 months
"168B PUNGGOL EAST, PUNGGOL, Singapore",1.39450735,103.91395534685117,415000.0,2017-01,PUNGGOL,4 ROOM,168B,PUNGGOL EAST,10 TO 12,92.0,Premium Apartment,2009.0,91 years 02 months
"270A PUNGGOL FIELD, PUNGGOL, Singapore",1.40402545,103.89975216424081,415000.0,2017-01,PUNGGOL,4 ROOM,270A,PUNGGOL FIELD,01 TO 03,97.0,Premium Apartment,2013.0,95 years
"195D PUNGGOL RD, PUNGGOL, Singapore",1.40151065,103.9069339029979,420000.0,2017-01,PUNGGOL,4 ROOM,195D,PUNGGOL RD,10 TO 12,90.0,Premium Apartment,2007.0,89 years 07 months
"613A PUNGGOL DR, PUNGGOL, Singapore",1.40448215,103.90794845103633,422800.0,2017-01,PUNGGOL,4 ROOM,613A,PUNGGOL DR,01 TO 03,93.0,Model A,2012.0,94 years 11 months
"615B EDGEFIELD PLAINS, PUNGGOL, Singapore",1.40371955,103.90996065409723,424000.0,2017-01,PUNGGOL,4 ROOM,615B,EDGEFIELD PLAINS,04 TO 06,92.0,Model A,2012.0,94 years 11 months
"293 PUNGGOL CTRL, PUNGGOL, Singapore",1.4031583,103.90482209644318,428000.0,2017-01,PUNGGOL,4 ROOM,293,PUNGGOL CTRL,16 TO 18,91.0,Premium Apartment,2003.0,85 years 11 months
"602A PUNGGOL CTRL, PUNGGOL, Singapore",1.40343525,103.90690665011415,430000.0,2017-01,PUNGGOL,4 ROOM,602A,PUNGGOL CTRL,04 TO 06,93.0,Model A,2012.0,94 years 06 months
"613D PUNGGOL DR, PUNGGOL, Singapore",1.4038106,103.9087525430736,438000.0,2017-01,PUNGGOL,4 ROOM,613D,PUNGGOL DR,07 TO 09,93.0,Model A,2012.0,94 years 11 months
"269C PUNGGOL FIELD, PUNGGOL, Singapore",1.40374655,103.89864297532553,439988.0,2017-01,PUNGGOL,4 ROOM,269C,PUNGGOL FIELD,04 TO 06,93.0,Premium Apartment,2013.0,95 years
"601A PUNGGOL CTRL, PUNGGOL, Singapore",1.4024348500000001,103.90749807861111,440000.0,2017-01,PUNGGOL,4 ROOM,601A,PUNGGOL CTRL,07 TO 09,93.0,Model A,2012.0,94 years 06 months
"614B EDGEFIELD PLAINS, PUNGGOL, Singapore",1.4030095,103.91003812324806,468000.0,2017-01,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,16 TO 18,97.0,Model A,2012.0,94 years 11 months
"601C PUNGGOL CTRL, PUNGGOL, Singapore",1.4027224500000002,103.90802023164437,470000.0,2017-01,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,13 TO 15,94.0,Model A,2012.0,94 years 07 months
"268D PUNGGOL FIELD, PUNGGOL, Singapore",1.4027261,103.8985185,485000.0,2017-01,PUNGGOL,4 ROOM,268D,PUNGGOL FIELD,13 TO 15,93.0,Premium Apartment,2013.0,95 years 01 month
"305D PUNGGOL DR, PUNGGOL, Singapore",1.4078304,103.9043143,500000.0,2017-01,PUNGGOL,4 ROOM,305D,PUNGGOL DR,04 TO 06,93.0,Premium Apartment,2012.0,94 years 06 months
"289B PUNGGOL PL, PUNGGOL, Singapore",1.4012517999999998,103.90338470593434,510000.0,2017-01,PUNGGOL,4 ROOM,289B,PUNGGOL PL,10 TO 12,99.0,Premium Apartment,2013.0,95 years 02 months
"289A PUNGGOL PL, PUNGGOL, Singapore",1.4015203,103.90258141640933,520000.0,2017-01,PUNGGOL,4 ROOM,289A,PUNGGOL PL,07 TO 09,98.0,Premium Apartment,2013.0,95 years 02 months
"274C PUNGGOL PL, PUNGGOL, Singapore",1.4033597,103.90206876758843,530000.0,2017-01,PUNGGOL,4 ROOM,274C,PUNGGOL PL,07 TO 09,93.0,Premium Apartment,2013.0,95 years 06 months
"269B PUNGGOL FIELD, PUNGGOL, Singapore",1.4034122,103.89868316256097,538000.0,2017-01,PUNGGOL,4 ROOM,269B,PUNGGOL FIELD,13 TO 15,97.0,Premium Apartment,2013.0,95 years
"302A PUNGGOL PL, PUNGGOL, Singapore",1.40449175,103.90454228996413,550000.0,2017-01,PUNGGOL,4 ROOM,302A,PUNGGOL PL,13 TO 15,93.0,Premium Apartment,2011.0,93 years 02 months
"172C EDGEDALE PLAINS, PUNGGOL, Singapore",1.39554445,103.91245337964625,399000.0,2017-01,PUNGGOL,5 ROOM,172C,EDGEDALE PLAINS,01 TO 03,110.0,Improved,2004.0,86 years 03 months
"637A PUNGGOL DR, PUNGGOL, Singapore",1.3997296000000001,103.9146054673839,410000.0,2017-01,PUNGGOL,5 ROOM,637A,PUNGGOL DR,04 TO 06,111.0,Premium Apartment,2005.0,87 years
"118 EDGEFIELD PLAINS, PUNGGOL, Singapore",1.39626625,103.90634690201438,430000.0,2017-01,PUNGGOL,5 ROOM,118,EDGEFIELD PLAINS,07 TO 09,112.0,Premium Apartment,2003.0,85 years 06 months
"161B PUNGGOL CTRL, PUNGGOL, Singapore",1.3958415,103.91533323818668,432000.0,2017-01,PUNGGOL,5 ROOM,161B,PUNGGOL CTRL,04 TO 06,114.0,Premium Apartment,2004.0,86 years 04 months
"105A EDGEFIELD PLAINS, PUNGGOL, Singapore",1.3969111,103.90570892193136,433000.0,2017-01,PUNGGOL,5 ROOM,105A,EDGEFIELD PLAINS,10 TO 12,110.0,Improved,2003.0,85 years 04 months
"106A PUNGGOL FIELD, PUNGGOL, Singapore",1.3967193999999998,103.90853287459328,440888.0,2017-01,PUNGGOL,5 ROOM,106A,PUNGGOL FIELD,13 TO 15,110.0,Improved,2003.0,85 years 03 months
"102C PUNGGOL FIELD, PUNGGOL, Singapore",1.3988003999999998,103.90499063490883,442000.0,2017-01,PUNGGOL,5 ROOM,102C,PUNGGOL FIELD,13 TO 15,112.0,Improved,2002.0,84 years 10 months
"196C PUNGGOL FIELD, PUNGGOL, Singapore",1.3993981,103.90753557289156,442000.0,2017-01,PUNGGOL,5 ROOM,196C,PUNGGOL FIELD,13 TO 15,110.0,Improved,2003.0,85 years 04 months
"104B EDGEFIELD PLAINS, PUNGGOL, Singapore",1.3966281999999999,103.90544322739674,443000.0,2017-01,PUNGGOL,5 ROOM,104B,EDGEFIELD PLAINS,16 TO 18,110.0,Improved,2003.0,85 years 04 months
"199B PUNGGOL FIELD, PUNGGOL, Singapore",1.4000640500000001,103.90570441249756,450000.0,2017-01,PUNGGOL,5 ROOM,199B,PUNGGOL FIELD,10 TO 12,110.0,Improved,2003.0,85 years 04 months
"201A PUNGGOL FIELD, PUNGGOL, Singapore",1.4001979,103.90342151309338,466000.0,2017-01,PUNGGOL,5 ROOM,201A,PUNGGOL FIELD,10 TO 12,110.0,Improved,2004.0,86 years 05 months
"171C EDGEDALE PLAINS, PUNGGOL, Singapore",1.3968124,103.9119597,468000.0,2017-01,PUNGGOL,5 ROOM,171C,EDGEDALE PLAINS,16 TO 18,110.0,Improved,2004.0,86 years 02 months
"166B PUNGGOL CTRL, PUNGGOL, Singapore",1.3947146,103.91520520314052,480000.0,2017-01,PUNGGOL,5 ROOM,166B,PUNGGOL CTRL,07 TO 09,114.0,Premium Apartment,2004.0,86 years 04 months
"163A PUNGGOL CTRL, PUNGGOL, Singapore",1.3956524,103.91405380717688,488000.0,2017-01,PUNGGOL,5 ROOM,163A,PUNGGOL CTRL,13 TO 15,114.0,Premium Apartment,2004.0,86 years 04 months
"617C PUNGGOL DR, PUNGGOL, Singapore",1.4019221499999999,103.9125164732976,498888.0,2017-01,PUNGGOL,5 ROOM,617C,PUNGGOL DR,07 TO 09,113.0,Premium Apartment,2013.0,95 years 08 months
"295 PUNGGOL CTRL, PUNGGOL, Singapore",1.40198995,103.90490438406138,500000.0,2017-01,PUNGGOL,5 ROOM,295,PUNGGOL CTRL,10 TO 12,110.0,Premium Apartment,2003.0,85 years 10 months
"617B PUNGGOL DR, PUNGGOL, Singapore",1.4021324499999999,103.91220891361917,518888.0,2017-01,PUNGGOL,5 ROOM,617B,PUNGGOL DR,07 TO 09,118.0,Premium Apartment,2013.0,95 years 08 months
"299 PUNGGOL CTRL, PUNGGOL, Singapore",1.4028013000000001,103.90518007362209,520000.0,2017-01,PUNGGOL,5 ROOM,299,PUNGGOL CTRL,10 TO 12,110.0,Premium Apartment,2003.0,85 years 09 months
